name,pin,joined,address_postcode,address_county,address_country,profession,field_of_practice_when_joined_register,have_specialist_qualification_approved_by_nmc,specialist_qualification,date_registration_to_nmc,country_of_initial_training,date_of_qualification,country_of_initial_registration,nationality,diversity_gender,diversity_ethnicity,diversity_religion
"Gillum, Dune",69R0281P,2019-09-04 14:46:39,testpostcode1,Nonexistentshire,Wales,Nurse & Midwife,Mental health,FALSE,OH: Occupational health nurse,testdate2,England,testdate2,Wales,Other,Male,NA,Other religion
"Sheets, Zachary",76E8997N,2019-03-18 00:30:17,testpostcode1,Nonexistentshire,Northern Ireland,Nurse,Mental health,FALSE,RPHN: Specialist community public health nurse,testdate1,England,testdate2,Wales,British,Female,NA,Jewish
"Ramos, Isabael",32U8550Q,2019-12-30 18:57:31,testpostcode1,N-on-existent,Northern Ireland,Nurse & Midwife,Adult,TRUE,HV: Health visitor,testdate2,Outside UK,testdate2,Scotland,Other,Male,NA,Religion not stated
"Zagada, Moriah",66A0481H,2019-02-25 12:09:33,testpostcode2,Nonexistentland,England,Nurse & Midwife,Adult,FALSE,OH: Occupational health nurse,testdate1,Outside UK,testdate1,England,British,Other,NA,No religion
"Hassan, Mario",09E9013R,2019-01-03 16:40:37,testpostcode2,Nonexistentshire,Scotland,Midwife,Mental health,TRUE,"RN5: Learning disabilities nurse, level 1",testdate1,Northern Ireland,testdate2,Wales,Other,Female,NA,Muslim
"Edwards, Judith",34U3140S,2019-11-14 16:43:59,testpostcode2,N-on-existent,Northern Ireland,Midwife,Mental health,TRUE,V100: Community practitioner nurse prescriber,testdate2,Outside UK,testdate1,Wales,Other,Female,NA,Buddhist
"al-Haidar, Aayaat",03Q5580V,2019-08-29 20:26:50,testpostcode2,Nonexistentshire,Wales,Midwife,Adult,FALSE,RPHN: Specialist community public health nurse,testdate1,England,testdate2,Northern Ireland,British,Male,NA,Religion not stated
"Bohlen, Lizette",81Z4676V,2019-11-14 15:28:29,testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,TRUE,SCMH: Specialist practitioner: Community mental health nursing,testdate1,Scotland,testdate2,England,Other,Male,NA,Sikh
"al-Mahdavi, Musfira",63R7646V,2019-05-07 00:21:08,testpostcode1,Nonexistentland,Wales,Nurse & Midwife,Mental health,TRUE,V100: Community practitioner nurse prescriber,testdate2,Northern Ireland,testdate1,England,Other,Other,NA,Religion not stated
"Cummings, Nicholl",68E9126D,2019-12-28 00:50:35,testpostcode2,Nonexistentshire,England,Midwife,Mental health,FALSE,SPCC: Specialist practitioner: Community children’s nursing,testdate1,England,testdate1,Scotland,Other,Male,NA,Religion not stated
"al-Beshara, Baaqir",60X7939Q,2019-01-09 21:34:26,testpostcode2,Nonexistentshire,Scotland,Midwife,Mental health,TRUE,"RNLD: Learning disabilities nurse, level 1",testdate1,Wales,testdate1,Wales,British,Other,NA,Religion not stated
"Double, Jathan",25D7017W,2019-09-18 12:30:26,testpostcode1,Nonexistentland,Scotland,Midwife,Mental health,FALSE,"RN2: Adult nurse, level 2",testdate2,England,testdate2,Wales,Other,Other,NA,Buddhist
"Frank, Kaylee",77D5268J,2019-03-18 20:41:20,testpostcode2,Nonexistentshire,Wales,Nurse & Midwife,Mental health,TRUE,SN: School nurse,testdate2,Northern Ireland,testdate1,Scotland,British,Female,NA,Religion not stated
"Vang, Davis",04U2334N,2019-12-28 09:46:26,testpostcode1,Nonexistentland,Scotland,Nurse & Midwife,Mental health,TRUE,SN: School nurse,testdate2,Northern Ireland,testdate1,Scotland,British,Other,NA,No religion
"Olivas, David",06V9600K,2019-04-28 21:44:05,testpostcode1,N-on-existent,Northern Ireland,Nurse,Mental health,FALSE,RHV: Health visitor,testdate2,Outside UK,testdate1,Northern Ireland,British,Female,NA,Jewish
"Piedrasanta, Luz",59I2761N,2019-07-05 10:41:07,testpostcode1,Nonexistentland,England,Nurse,Mental health,TRUE,HV: Health visitor,testdate2,Outside UK,testdate2,England,British,Male,NA,Christian
"al-Yousuf, Mahbooba",37W0180N,2019-06-03 11:54:27,testpostcode1,N-on-existent,Northern Ireland,Midwife,Adult,TRUE,"RNC: Children's nurse, level 1",testdate2,Wales,testdate1,Northern Ireland,Other,Other,NA,Other religion
"Daniel, Kenneth",15J2321Q,2019-10-30 23:10:09,testpostcode1,N-on-existent,Scotland,Nurse,Mental health,TRUE,SPMH: Specialist practitioner: Mental health,testdate2,England,testdate2,Northern Ireland,Other,Female,NA,Hindu
"al-Badie, Aabdeen",60O3142I,2019-02-24 01:00:24,testpostcode1,N-on-existent,Northern Ireland,Nurse & Midwife,Mental health,FALSE,"RNA: Adult nurse, level 1",testdate1,Outside UK,testdate2,Scotland,Other,Male,NA,Sikh
"Herold, Nicole",03U1283P,2019-10-23 12:47:17,testpostcode1,N-on-existent,Wales,Nurse & Midwife,Mental health,TRUE,TCH: Teacher,testdate1,England,testdate2,Wales,British,Other,NA,Sikh
"Harms, Seth",51K1707Q,2019-03-20 15:18:15,testpostcode2,Nonexistentland,Scotland,Midwife,Adult,TRUE,"NAR: Nursing associate",testdate1,Wales,testdate2,England,Other,Female,NA,No religion
"Whyte, Mikal",20Q7822H,2019-04-12 18:10:03,testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Adult,FALSE,V100: Community practitioner nurse prescriber,testdate1,Northern Ireland,testdate1,Northern Ireland,Other,Other,NA,Christian
"Marquez, Nancy",55N1297A,2019-03-10 01:36:38,testpostcode2,Nonexistentland,England,Nurse & Midwife,Mental health,FALSE,V300: Nurse independent / supplementary prescriber,testdate2,Scotland,testdate1,Wales,British,Male,NA,Jewish
"al-Hamidi, Hamdi",93J1192O,2019-09-04 11:35:40,testpostcode2,Nonexistentland,Wales,Nurse,Mental health,FALSE,"RN3: Mental health nurse, level 1",testdate1,Wales,testdate2,Northern Ireland,Other,Male,NA,Religion not stated
"Ho, David",04P6477K,2019-11-05 15:54:37,testpostcode1,Nonexistentshire,England,Nurse,Mental health,TRUE,SCMH: Specialist practitioner: Community mental health nursing,testdate2,England,testdate1,England,British,Female,NA,Christian
"Gonzales, Chanel",89B8056J,2019-08-21 10:31:49,testpostcode1,Nonexistentshire,England,Nurse & Midwife,Mental health,TRUE,FHN: Family health nurse,testdate1,Scotland,testdate2,Northern Ireland,British,Other,NA,No religion
"Reed, Jayme",99P3311H,2019-12-16 13:12:37,testpostcode1,Nonexistentland,England,Nurse,Adult,FALSE,RSN: School nurse,testdate1,Scotland,testdate1,Wales,British,Male,NA,Other religion
"Shoels, Cheyenne",18F4309I,2019-03-12 18:15:11,testpostcode2,N-on-existent,Northern Ireland,Midwife,Mental health,FALSE,RFHN: Family health nurse,testdate1,Scotland,testdate1,Wales,British,Other,NA,No religion
"Vang, Lebon",98B8740G,2019-01-31 00:31:04,testpostcode1,Nonexistentland,Scotland,Nurse,Mental health,FALSE,"RN2: Adult nurse, level 2",testdate2,Northern Ireland,testdate2,England,British,Male,NA,Jewish
"el-Ghattas, Aayaat",91A8200G,2019-06-28 06:04:00,testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,FALSE,"RN5: Learning disabilities nurse, level 1",testdate2,Scotland,testdate2,England,Other,Female,NA,Christian
"al-Jamail, Hanoona",21Q9085S,2019-03-13 03:42:49,testpostcode1,N-on-existent,Wales,Midwife,Adult,TRUE,LPE: Lecturer / Practice educator,testdate1,Scotland,testdate1,Wales,British,Female,NA,Muslim
"Morrison, Katurah",13W3087K,2019-05-10 09:08:21,testpostcode1,Nonexistentshire,Scotland,Nurse,Adult,TRUE,SPDN: Specialist practitioner: District nursing,testdate1,Wales,testdate2,England,Other,Male,NA,Hindu
"al-Hoda, Nuha",45I7339E,2019-02-25 20:14:45,testpostcode1,Nonexistentland,Scotland,Nurse,Adult,FALSE,SCMH: Specialist practitioner: Community mental health nursing,testdate2,Northern Ireland,testdate2,Wales,British,Other,NA,Buddhist
"Lee, Alex",88T4660O,2019-09-14 14:12:49,testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Adult,FALSE,SN: School nurse,testdate2,Scotland,testdate2,Wales,British,Female,NA,No religion
"al-Popal, Kameela",57P3462Z,2019-12-07 06:41:28,testpostcode1,N-on-existent,Northern Ireland,Midwife,Adult,FALSE,"RN3: Mental health nurse, level 1",testdate1,Wales,testdate1,England,Other,Female,NA,Jewish
"Frazier, Miles",64K2229R,2019-04-20 20:55:30,testpostcode2,Nonexistentland,England,Midwife,Mental health,FALSE,"RN5: Learning disabilities nurse, level 1",testdate2,Wales,testdate2,England,British,Male,NA,Buddhist
"Madden, Kayla",71M0428O,2019-05-24 03:32:48,testpostcode1,N-on-existent,Wales,Midwife,Adult,FALSE,"RN7: General nurse, level 2",testdate2,Northern Ireland,testdate2,England,Other,Male,NA,Muslim
"Gonzalez, Ariel",87X4956S,2019-01-22 13:58:45,testpostcode2,N-on-existent,Wales,Nurse,Mental health,TRUE,RHV: Health visitor,testdate1,England,testdate1,Scotland,Other,Male,NA,Other religion
"Rinhart, Chelsea",98Y0717E,2019-07-22 16:48:37,testpostcode2,N-on-existent,Northern Ireland,Nurse,Adult,TRUE,"RNLD: Learning disabilities nurse, level 1",testdate2,Wales,testdate1,England,British,Female,NA,Sikh
"Crowe, Alisha",90O8478I,2019-04-19 06:48:09,testpostcode1,Nonexistentland,Scotland,Nurse,Adult,TRUE,RFHN: Family health nurse,testdate2,Scotland,testdate1,England,Other,Female,NA,Hindu
"Venegas, Veronica",96N7939O,2019-01-21 12:31:23,testpostcode1,Nonexistentshire,Scotland,Nurse,Adult,FALSE,"RN2: Adult nurse, level 2",testdate2,Outside UK,testdate2,Wales,British,Other,NA,No religion
"Luna, Phillip",39B4119O,2019-07-12 19:28:05,testpostcode2,Nonexistentshire,Scotland,Nurse,Mental health,FALSE,"RNC: Children's nurse, level 1",testdate2,England,testdate2,Scotland,British,Male,NA,Hindu
"Kingman, Charlie",76H1480Z,2019-11-09 16:34:44,testpostcode2,N-on-existent,Scotland,Midwife,Mental health,TRUE,"RN9: Fever nurse, level 2",testdate1,England,testdate1,Scotland,British,Male,NA,Sikh
"Montgomery, Joshua",05W9435E,2019-07-30 16:45:29,testpostcode1,N-on-existent,Scotland,Nurse & Midwife,Mental health,FALSE,"RN5: Learning disabilities nurse, level 1",testdate2,England,testdate2,Northern Ireland,British,Female,NA,Other religion
"Hernandez, Sue",88Q7270C,2019-08-22 01:43:29,testpostcode2,N-on-existent,Scotland,Nurse & Midwife,Adult,FALSE,"RN7: General nurse, level 2",testdate2,Outside UK,testdate2,England,Other,Other,NA,Religion not stated
"Grassmick, Catherine",04T7182Q,2019-04-30 17:00:46,testpostcode2,Nonexistentshire,England,Nurse,Adult,FALSE,SPDN: Specialist practitioner: District nursing,testdate2,Northern Ireland,testdate1,Wales,Other,Male,NA,Buddhist
"Sanchez, Hugo",97P9020Q,2019-09-24 05:20:43,testpostcode2,Nonexistentshire,Wales,Midwife,Mental health,TRUE,"RNC: Children's nurse, level 1",testdate2,Wales,testdate2,Wales,Other,Male,NA,Buddhist
"el-Mourad, Shahaada",91Q1277B,2019-06-09 01:55:03,testpostcode1,Nonexistentland,Northern Ireland,Nurse & Midwife,Mental health,TRUE,"RN7: General nurse, level 2",testdate2,Northern Ireland,testdate1,Wales,British,Female,NA,Hindu
"Schell, Priscilla",77D3227B,2019-04-20 18:59:25,testpostcode1,Nonexistentland,Scotland,Midwife,Adult,FALSE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate1,Northern Ireland,testdate1,Wales,Other,Female,NA,Muslim
"Esselman, Manya",22O0033A,2019-06-13 22:56:44,testpostcode1,Nonexistentshire,Northern Ireland,Midwife,Mental health,FALSE,SPC: Specialist practitioner: Children's nursing,testdate1,Scotland,testdate2,Wales,British,Female,NA,Buddhist
"Trujillo, Jonathan",66L5788W,2019-09-19 06:13:34,testpostcode2,N-on-existent,Scotland,Nurse,Adult,FALSE,"NAR: Nursing associate",testdate2,England,testdate2,Northern Ireland,Other,Other,NA,No religion
"Ahmed, Walter",42Y0041A,2019-04-19 00:32:10,testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Mental health,TRUE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate2,Scotland,testdate1,England,Other,Other,NA,Sikh
"Kerst, Kayla",97R0911W,2019-11-23 00:05:35,testpostcode1,Nonexistentland,Northern Ireland,Midwife,Adult,TRUE,V200: Nurse independent prescriber (extended formulary),testdate1,Outside UK,testdate1,Wales,British,Male,NA,Christian
"Ibarra, Carlos",72V3148R,2019-07-23 23:49:06,testpostcode2,Nonexistentshire,Northern Ireland,Nurse,Adult,TRUE,SPMH: Specialist practitioner: Mental health,testdate1,Northern Ireland,testdate1,England,Other,Female,NA,Jewish
"Lawrence, Nikoma",60C5318Q,2019-11-03 08:33:41,testpostcode2,Nonexistentshire,England,Nurse & Midwife,Mental health,TRUE,"RN2: Adult nurse, level 2",testdate1,Wales,testdate1,Scotland,British,Male,NA,Other religion
"Khalsa, Kathryn",20W2061F,2019-03-19 21:05:29,testpostcode1,Nonexistentland,England,Midwife,Adult,TRUE,FHN: Family health nurse,testdate2,Wales,testdate1,Northern Ireland,British,Male,NA,Hindu
"Le, Benjamin",17Q1460Y,2019-07-04 15:34:52,testpostcode2,N-on-existent,England,Nurse & Midwife,Adult,TRUE,SPGP: Specialist practitioner: General practice nursing,testdate2,England,testdate1,Wales,Other,Other,NA,Sikh
"el-Elbaz, Jaadallah",46I9694W,2019-10-07 00:00:25,testpostcode2,Nonexistentland,Wales,Nurse & Midwife,Adult,TRUE,"RN1: Adult nurse, level 1",testdate2,Northern Ireland,testdate2,Northern Ireland,British,Other,NA,Other religion
"Hunt, Davena",70N0557A,2019-03-27 13:49:15,testpostcode1,Nonexistentland,Wales,Midwife,Mental health,TRUE,"RNMH: Mental health nurse, level 1",testdate1,Wales,testdate2,Wales,Other,Female,NA,Religion not stated
"Bindejo, Aparna",86W8853P,2019-08-19 06:19:53,testpostcode2,Nonexistentland,Scotland,Nurse & Midwife,Adult,TRUE,ROH: Occupational health nurse,testdate2,England,testdate1,Northern Ireland,Other,Male,NA,No religion
"Connally, Ashlen",28D2056S,2019-02-16 05:50:07,testpostcode1,Nonexistentshire,Wales,Nurse & Midwife,Adult,TRUE,SPA: Specialist practitioner: Adult nursing,testdate2,Scotland,testdate2,Scotland,Other,Other,NA,Buddhist
"el-Baig, Hamda",53I4216O,2019-06-19 02:10:09,testpostcode2,Nonexistentland,Wales,Nurse & Midwife,Adult,FALSE,FHN: Family health nurse,testdate2,Outside UK,testdate1,England,British,Other,NA,Muslim
"Skaggs, Shaye",86Q5985G,2019-10-29 13:06:13,testpostcode2,Nonexistentland,Scotland,Midwife,Mental health,TRUE,HV: Health visitor,testdate2,Outside UK,testdate1,Scotland,British,Female,NA,Buddhist
"Gray, Kaori",20A7514O,2019-10-10 21:48:29,testpostcode1,Nonexistentland,Northern Ireland,Midwife,Mental health,FALSE,SPC: Specialist practitioner: Children's nursing,testdate1,Northern Ireland,testdate1,Northern Ireland,British,Other,NA,Sikh
"Sanchez, Jesus",38L1184R,2019-11-26 06:52:33,testpostcode1,Nonexistentland,Scotland,Nurse,Mental health,FALSE,SPGP: Specialist practitioner: General practice nursing,testdate2,Northern Ireland,testdate1,England,Other,Male,NA,Other religion
"Robinson, Jaleesa",85F9067D,2019-10-11 01:08:16,testpostcode1,Nonexistentshire,England,Nurse,Mental health,FALSE,V100: Community practitioner nurse prescriber,testdate2,England,testdate2,Wales,Other,Male,NA,Sikh
"Wills, Sara",23D8743N,2019-08-18 14:55:37,testpostcode2,N-on-existent,England,Nurse,Adult,TRUE,SPLD: Specialist practitioner: Learning disability nurse,testdate2,Scotland,testdate2,England,Other,Male,NA,Muslim
"Patterson, Kayla",78Y2266U,2019-07-26 01:07:50,testpostcode2,Nonexistentshire,Northern Ireland,Midwife,Adult,TRUE,V200: Nurse independent prescriber (extended formulary),testdate2,Wales,testdate2,Scotland,British,Male,NA,Other religion
"Bester, Khadijah",02Y8648B,2019-04-02 07:36:05,testpostcode1,Nonexistentland,Northern Ireland,Nurse,Adult,TRUE,SCMH: Specialist practitioner: Community mental health nursing,testdate2,England,testdate1,Scotland,Other,Other,NA,Religion not stated
"Laborin, Evonne",08G1578E,2019-12-16 15:40:54,testpostcode1,N-on-existent,England,Nurse & Midwife,Adult,TRUE,"RN1: Adult nurse, level 1",testdate1,England,testdate1,Wales,Other,Female,NA,Religion not stated
"el-Shaikh, Manaal",41J8870V,2019-04-11 01:08:02,testpostcode2,Nonexistentland,Northern Ireland,Midwife,Adult,FALSE,"RNA: Adult nurse, level 1",testdate1,Outside UK,testdate2,Scotland,British,Female,NA,No religion
"Nguyen, Kayla",18Q8418J,2019-08-29 17:31:51,testpostcode2,Nonexistentland,Wales,Nurse,Mental health,FALSE,SPGP: Specialist practitioner: General practice nursing,testdate1,Outside UK,testdate1,Northern Ireland,British,Male,NA,Religion not stated
"Mcdevitt, Justin",40V2944T,2019-03-18 01:58:33,testpostcode1,N-on-existent,Wales,Midwife,Mental health,TRUE,SCMH: Specialist practitioner: Community mental health nursing,testdate1,Northern Ireland,testdate2,Scotland,Other,Female,NA,Jewish
"Murphy, Aaron",94O4489K,2019-01-03 12:32:58,testpostcode2,N-on-existent,Scotland,Nurse & Midwife,Mental health,TRUE,SPA: Specialist practitioner: Adult nursing,testdate2,England,testdate2,England,British,Other,NA,Other religion
"Vishwamitra, Kyoung Min",81A5628N,2019-06-16 22:14:52,testpostcode1,N-on-existent,England,Nurse,Mental health,FALSE,ROH: Occupational health nurse,testdate1,Scotland,testdate2,Northern Ireland,British,Other,NA,Hindu
"Olivares, Gina",45L9208P,2019-10-22 22:14:25,testpostcode1,Nonexistentshire,England,Midwife,Adult,TRUE,TCH: Teacher,testdate2,England,testdate2,Wales,Other,Male,NA,Other religion
"Hutchinson, Cassandra",18R3067I,2019-02-07 00:30:33,testpostcode2,Nonexistentland,Wales,Nurse & Midwife,Adult,TRUE,RFHN: Family health nurse,testdate2,Northern Ireland,testdate2,England,British,Female,NA,Hindu
"Redd, Torry",23T2152K,2019-12-14 05:42:29,testpostcode2,Nonexistentshire,England,Midwife,Mental health,FALSE,RFHN: Family health nurse,testdate2,England,testdate1,England,British,Other,NA,Jewish
"Leyba, Keira",90X0056P,2019-09-27 15:52:35,testpostcode1,Nonexistentland,Scotland,Midwife,Adult,FALSE,"RN8: Children's nurse, level 1",testdate1,Outside UK,testdate1,Northern Ireland,British,Other,NA,Buddhist
"Marmo, Stephanie",32U8550Q,2019-01-23 16:12:13,testpostcode1,Nonexistentshire,Scotland,Nurse & Midwife,Mental health,FALSE,"RN4: Mental health nurse, level 2",testdate2,Wales,testdate1,Northern Ireland,Other,Female,NA,Hindu
"el-Azer, Raihaan",58J7968T,2019-01-24 02:30:33,testpostcode1,N-on-existent,Scotland,Midwife,Adult,TRUE,ROH: Occupational health nurse,testdate1,Scotland,testdate2,Scotland,Other,Male,NA,Jewish
"Carpenter, Elise",53A7418Y,2019-11-30 02:09:45,testpostcode2,Nonexistentshire,Scotland,Nurse,Adult,FALSE,V100: Community practitioner nurse prescriber,testdate1,Northern Ireland,testdate1,Wales,Other,Female,NA,Buddhist
"el-Rayes, Shujaa",05Q7586Z,2019-11-17 14:00:27,testpostcode2,Nonexistentshire,Wales,Nurse & Midwife,Adult,TRUE,RHV: Health visitor,testdate2,Scotland,testdate2,Scotland,Other,Other,NA,Muslim
"Foster, Anika",44X5538Z,2019-04-12 19:37:21,testpostcode2,N-on-existent,Scotland,Nurse & Midwife,Mental health,TRUE,RFHN: Family health nurse,testdate1,Northern Ireland,testdate1,Wales,British,Male,NA,Jewish
"Khan-Akbari, Conan",85U4335Z,2019-07-14 17:37:41,testpostcode2,N-on-existent,England,Nurse,Mental health,TRUE,SPLD: Specialist practitioner: Learning disability nurse,testdate1,England,testdate2,England,Other,Male,NA,Jewish
"Crockett, Tianna",56U8851M,2019-04-26 05:35:01,testpostcode2,Nonexistentshire,Northern Ireland,Midwife,Mental health,TRUE,RSN: School nurse,testdate2,Outside UK,testdate2,Wales,Other,Male,NA,Religion not stated
"el-Amara, Inaaya",12R8606P,2019-10-29 00:25:53,testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,TRUE,RPHN: Specialist community public health nurse,testdate2,England,testdate1,Northern Ireland,Other,Other,NA,Other religion
"Perez, Orion",01S6674U,2019-04-13 00:55:37,testpostcode1,Nonexistentshire,England,Nurse & Midwife,Adult,TRUE,RFHN: Family health nurse,testdate2,Outside UK,testdate2,Wales,British,Male,NA,Buddhist
"Phillips, Kyle",42E8045L,2019-12-01 22:42:39,testpostcode2,N-on-existent,Wales,Nurse,Adult,TRUE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate1,Wales,testdate2,Wales,British,Other,NA,Sikh
"Knauer, Janae",85D3733D,2019-09-27 12:57:14,testpostcode2,N-on-existent,Wales,Nurse & Midwife,Adult,FALSE,RPHN: Specialist community public health nurse,testdate1,Scotland,testdate1,England,Other,Female,NA,No religion
