name,pin,joined,reason_for_leaving
"Lee, Alex",47Q6108J,2019-03-04 02:48:38,NA
"al-Nazir, Muslih",78F2132V,2019-05-22 02:47:18,NA
"Lee, Vishnu",59O4678N,2019-04-04 22:40:43,NA
"Box, Julian",87X7785A,2019-06-07 05:14:52,NA
"Loughridge, Keith",56A4518R,2019-10-25 03:23:28,NA
"Ramos-Chavez, Andrew",09H1645N,2019-06-23 20:20:03,NA
"Rhodes, Kelly",99K2805C,2019-02-15 15:06:48,NA
"Gul, Laura",92O2181X,2019-04-11 11:50:42,NA
"Tongbua, Anjellica",70Z6548W,2019-06-03 05:46:23,NA
"Nguyen, Sean",97K4782U,2019-05-29 02:22:16,NA
"al-Attar, Abdul Qayyoom",12B9166L,2019-04-13 04:03:15,NA
"Siminoe, Ashleigh",54I1632S,2019-07-15 21:46:40,NA
"Moon, Pragna",07R5092W,2019-03-31 19:21:55,NA
"Filippazzo, Jamie",35T2184U,2019-01-25 05:07:08,NA
"al-Fadel, Dhaafir",35R0461I,2019-10-05 08:45:21,NA
"Varghese, Hunter",48D4287H,2019-03-13 23:01:57,NA
"Hamlin, Calvin",61I6829Y,2019-07-15 23:31:12,NA
"Jimenez, Amber",05G2618I,2019-01-31 23:46:05,NA
"Hutchins, Tyler",44V2921W,2019-01-09 04:03:38,NA
"Johnson, Amber",48O9968B,2019-01-30 16:55:14,NA
"Mclaughlin, Shawnna",18J9950D,2019-02-07 02:49:04,NA
"Romero, Clint",54O2307G,2019-08-24 09:35:15,NA
"Lestenkof, Patricia",68K6464C,2019-09-27 15:52:35,NA
"Ortiz, Melina",69N0171F,2019-12-30 19:43:22,NA
"al-Sahli, Maa'iz",26H7857I,2019-03-28 04:04:27,NA
"Oakley, Makisha",84O1569I,2019-08-26 10:42:52,NA
"Mars, Bryanna",71I5462F,2019-04-20 02:35:57,NA
"al-Mona, Abeer",51J6099K,2019-10-30 19:25:19,NA
"Truitt, Autriana",51M9743B,2019-01-07 09:00:56,NA
"Johnson, Larissa",32Z7680F,2019-08-27 09:35:09,NA
"Villano, Anne Marie",86B4374C,2019-09-04 02:08:37,NA
"el-Sahli, Saalima",18O8590C,2019-01-07 04:00:48,NA
"Keese, Crystal",38T4170A,2019-07-14 05:09:46,NA
"Caldera, Silvia",65W9191N,2019-11-02 03:55:46,NA
"Thompson, Karagan",72G4584C,2019-05-04 08:41:42,NA
"Wildman, Camron",27P8735S,2019-11-28 19:49:20,NA
"Perry, Alexandra",95D6928V,2019-07-08 00:29:06,NA
"Ruppe, Caleb",98H0641K,2019-08-03 13:41:18,NA
"Gallardo, Elias",31L3296W,2019-04-13 22:11:56,NA
"Peredo, Conan",70A4778U,2019-01-11 00:13:04,NA
"Hines, Austin",90Q7757E,2019-08-19 13:40:53,NA
"el-Basa, Hadeel",52F3392V,2019-01-28 17:02:00,NA
"el-Pasha, Jaad",96V8869L,2019-11-28 05:05:17,NA
"Henderson, Jeana",70D0218L,2019-05-28 13:15:17,NA
"Stewart, Kateri",02B2603P,2019-01-31 05:13:13,NA
"Kniesche, Megan",78E8570O,2019-07-16 03:30:14,NA
"Sparks-Webb, Kyanna",24B9509D,2019-08-17 15:37:35,NA
"Cook, Quishona",03A2763P,2019-07-20 19:10:22,NA
"Kruk, Garrick",18Q8418J,2019-03-19 12:22:47,NA
"Yoshimura, Yash",48R3363M,2019-08-20 12:55:25,NA
"Ayele, Nelson",36Y1156E,2019-08-14 19:38:53,NA
"Morris, Seline",24H2032X,2019-06-24 06:44:46,NA
"al-Sarwar, Raaji",77G1753T,2019-02-01 10:07:06,NA
"Archuleta, Jose",39Y7215Z,2019-03-29 10:39:12,NA
"Heidrich, Alyssa",71Y9854O,2019-01-18 11:42:48,NA
"Flynn, Troy",47U8167P,2019-10-20 19:43:50,NA
"al-Hossain, Safiyya",39H1852V,2019-08-07 19:53:50,NA
"el-Basha, Izza",96I0436X,2019-11-14 19:09:21,NA
"Morton, Nicholas",77Q7653V,2019-06-18 17:04:29,NA
"Cave, Jordan",16X5004Q,2019-07-11 06:36:46,NA
"Jojola, Shyanne",28S8462N,2019-06-18 09:32:47,NA
"Wong, Asmita",63S0577A,2019-05-30 06:48:33,NA
"Shinault, Deeray",61U4660Y,2019-10-01 01:05:20,NA
"al-Kanan, Shuraih",60T8192N,2019-05-04 10:39:22,NA
"Jacket, Shay",02G5726M,2019-06-14 09:56:59,NA
"Leazer, Maurice",10T6041J,2019-10-25 09:51:19,NA
"Baxter, Carriann",11N0730K,2019-01-19 16:50:11,NA
"Zoellner, Rebecca",43Z6239O,2019-02-12 06:29:45,NA
"Hasbrouck, Jessica",04U2334N,2019-04-06 02:40:51,NA
"Mckenzie, Jeremiah",34K3796Y,2019-05-28 10:57:22,NA
"Martin, Exaviah",72V3148R,2019-03-25 22:53:46,NA
"Ortiz, Iliana",47F9149F,2019-10-13 15:41:47,NA
"Strauss, Laramie",07L2484Y,2019-03-18 06:30:21,NA
"Thompson, Nico",89Y1923E,2019-04-12 08:57:57,NA
"Zhen, Deisey",21U5778Z,2019-07-15 10:00:44,NA
"Her, Batamgalan",49T1717V,2019-01-23 09:05:13,NA
"Rinder, Stephanie",67W4626U,2019-11-03 00:50:33,NA
"Carr, Kelsee",92V4924T,2019-05-29 02:28:19,NA
"Hammond, Joshua",96O2269V,2019-12-19 14:14:50,NA
"Danskin, Charlotte",75N5638X,2019-10-14 23:04:15,NA
"el-Samara, Haibaa",22H1158S,2019-07-29 23:31:40,NA
"Sysavoung, May",21J0517Y,2019-05-16 02:06:44,NA
"Olivos, Arcelia",35X1612C,2019-07-26 10:52:22,NA
"el-Arif, Qaaid",26L4992J,2019-08-21 19:31:21,NA
"Lares, Noella",94J0568G,2019-02-12 15:41:04,NA
"Mccoy, Michael",05P2836K,2019-05-05 05:59:18,NA
"el-Semaan, Qaaida",89M9979Y,2019-03-24 22:54:46,NA
"Velasquez, Andrew",05R9561D,2019-08-15 20:58:39,NA
"Drewno, Dipali",65J6285X,2019-06-10 17:21:59,NA
"Ray, Dejuan",67F0249L,2019-02-17 16:04:04,NA
"Ramos, Elizabeth",05S1000B,2019-07-28 10:14:54,NA
"el-Rehman, Ilhaam",20C8312K,2019-08-30 19:25:53,NA
"Paratore, Abby",99L6477A,2019-08-08 16:42:06,NA
"Rosenthal, Coleton Jay",39Y7215Z,2019-11-25 10:35:03,NA
"Adams, Mckenna",38F6088Z,2019-08-23 17:17:36,NA
"Phillips, Kyle",33J3065U,2019-12-04 14:26:25,NA
"Fox, Varun",72G4584C,2019-08-26 22:01:11,NA
"Lefevre, Marissa",50I5497B,2019-06-13 21:52:19,NA
"el-Abdallah, Rasheeqa",28A4114K,2019-10-22 07:22:32,NA
"Leamons, Tashena",88E3589M,2019-01-04 22:47:54,NA
"el-Sabet, Nabeel",35Y8777K,2019-10-10 21:48:29,NA
"Denning, Elizabeth",81K9238G,2019-11-27 07:01:45,NA
"Ramos-Meza, Otonoel",54X6303K,2019-01-15 21:11:55,NA
"Gonzales, Chanel",16C7922V,2019-07-26 01:07:50,NA
"al-Ameen, Naseera",96S8455Q,2019-10-23 12:47:17,NA
"Valdez, Drew",54T6534Q,2019-11-14 15:28:29,NA
"Mccann, Morgan",77G8434V,2019-11-18 15:03:37,NA
"Tongbua, Anjellica",66A0481H,2019-10-13 02:59:22,NA
"el-Iqbal, Rumaana",52X4657Y,2019-11-10 02:21:04,NA
"Holiday, Katherine",18T5156C,2019-12-12 02:31:58,NA
"Noffsinger, Jonathan",48R7671M,2019-09-04 01:14:08,NA
"Coffey, Ramon",36Q6841S,2019-03-17 06:14:52,NA
"Cure, Jennifer",33R7464H,2019-09-25 04:56:03,NA
"Bathija, Carl",47R3683I,2019-04-22 03:46:11,NA
"al-Farra, Abdul Kader",68L2452I,2019-02-21 10:23:03,NA
"Rorex, Shanique",46P9226M,2019-08-26 11:34:55,NA
"Fazio, Hannah",70U4809O,2019-06-16 22:14:52,NA
"Mahowald, Alli",36P3548T,2019-01-05 15:06:20,NA
"Bennett, Anyce",37L7245P,2019-02-16 20:08:48,NA
"Rodriguez, Laura",96Z5730N,2019-12-06 19:22:08,NA
"el-Azizi, Waheeda",07L4353I,2019-05-05 21:32:29,NA
"al-Sharaf, Rawda",08G1578E,2019-10-07 02:14:33,NA
"el-Yousef, Safwaan",57P3462Z,2019-04-26 16:25:55,NA
"Waggoner, Sarah",59R2392E,2019-07-17 11:35:43,NA
"Basquez, Karen",42Q8438A,2019-03-21 13:30:43,NA
"Kulkarni, Cynthia",98R8535W,2019-02-20 09:18:14,NA
"al-Dia, Shamaail",89H8160J,2019-10-22 09:56:11,NA
"Brummet, Cassandra",74W2694G,2019-07-02 13:34:28,NA
"el-Wahba, Ammaar",32J8796E,2019-02-13 19:45:54,NA
"el-Mostafa, Taariq",00U6189E,2019-11-20 23:30:05,NA
"Tuzizila, Samantha",58Q2049A,2019-02-19 16:27:48,NA
"el-Odeh, Abdul Hakeem",54W0633P,2019-10-02 15:59:56,NA
"Baumgartner, Conner",12E5419M,2019-09-15 08:53:13,NA
"el-Saladin, Awda",98M0825C,2019-01-24 10:08:18,NA
"Chasteen, Tia",59S1677L,2019-11-04 14:28:55,NA
"Hirano, Leon",67B0755R,2019-08-14 00:48:59,NA
"Bolander, Ashly Allis",70D0218L,2019-10-10 21:48:29,NA
"Miles, Colby",61F7145X,2019-05-25 09:30:07,NA
"Banchongchith, Janice",54V4031C,2019-09-03 03:22:03,NA
"el-Mahmood, Saamiqa",70O8301L,2019-09-10 15:47:15,NA
"Parker, Camden",50E4848O,2019-09-04 13:16:21,NA
"Wenum, Chase",90S5088S,2019-07-22 06:10:09,NA
"Keelick, Travis",91L6364Q,2019-03-22 11:48:04,NA
"al-Tawil, Safwa",14B7737U,2019-01-17 18:58:08,NA
"Tyler, Courtland",50X6669A,2019-03-30 10:37:50,NA
"Crowghost, Addison",07P9852M,2019-03-05 22:22:14,NA
"Straughter, Alyssa",19I3970U,2019-08-14 19:15:03,NA
"Arrieta, Jesse",22D0826Q,2019-02-04 23:35:37,NA
"el-Kamali, Shaamikh",13N5038E,2019-01-31 10:14:11,NA
"Mcdowell, Ryan",72H2115U,2019-06-16 09:52:53,NA
"el-Javed, Sajaa",48B7498M,2019-04-24 11:24:46,NA
"Ledezma, Brian",47L7187X,2019-01-05 23:59:07,NA
"Schnetzler, Ashley",35G3295I,2019-06-19 11:27:31,NA
"Coyhis, Jerald",03N9557S,2019-03-09 15:16:36,NA
"Medina, Nicholas",40E2058C,2019-01-10 04:18:40,NA
"Snow, Andrew",70W9240U,2019-03-22 23:51:05,NA
"Rivera, Damaris",71E8862G,2019-10-26 06:57:14,NA
"Harrington, Sean",08Q7419Q,2019-03-10 17:57:28,NA
"Pavisook, Samantha",13N0057H,2019-12-22 22:27:54,NA
"Pinley, Brandon",11I3899D,2019-06-09 09:25:29,NA
"Mota Torres, Jace",77D5268J,2019-11-20 13:03:37,NA
"Colon, Jamall",63R7646V,2019-10-25 20:15:44,NA
"el-Beydoun, Kamaal",79Q6135R,2019-02-06 23:51:10,NA
"Park, Alexandria",24K4917R,2019-04-28 21:44:05,NA
"Favors, Vivian",79A9132Y,2019-11-04 06:07:22,NA
"Huenink, Kayla",27N4927E,2019-05-22 13:36:08,NA
"el-Nouri, Uwais",78Q3084A,2019-01-29 21:02:29,NA
"Kieszkowski, Emma",45J8717J,2019-01-13 02:01:04,NA
"el-Rehman, Humaidaan",94T1075Q,2019-12-23 01:28:54,NA
"Franklin-Douglas, Malik",58Z5580D,2019-08-02 17:05:33,NA
"Tieman, Brian",25H3559O,2019-04-03 18:15:18,NA
"Kieselstein, Nicole",13N5038E,2019-06-17 14:46:13,NA
"Roberts, Tiana",51G9402G,2019-09-10 22:55:41,NA
"al-Shah, Aarifa",00C4079T,2019-01-24 10:08:18,NA
"Hintz, Julia",87K1847E,2019-05-27 13:25:53,NA
"Wade, Angelita",22I6499J,2019-05-09 15:34:41,NA
"Contreras, Amber",96Z3634G,2019-12-10 05:49:36,NA
"Henderson, Ahmad",03P4579S,2019-09-28 17:21:41,NA
"Martinez, Diego",90V0075L,2019-08-31 20:44:06,NA
"Quiban, Cole",75E9481Y,2019-02-03 07:42:45,NA
"Brown, Omar",10P4635G,2019-11-02 15:37:21,NA
"Lee, Christopher",58M9939Q,2019-03-09 14:36:43,NA
"Deere, Kaci",12R8606P,2019-03-23 19:17:49,NA
"Garcia, Aaron",61U3233V,2019-12-26 20:11:16,NA
"el-Rais, Fuaada",02Q8990K,2019-07-26 20:06:17,NA
"Briese, Kaila",39E7280E,2019-06-11 12:45:26,NA
"Smith, Cheanna",41U0902K,2019-11-16 02:58:12,NA
"Jimenez, Pedro",47V8894W,2019-12-25 15:10:12,NA
"al-Farra, Raakaan",81E6410Q,2019-06-18 17:04:29,NA
"Palmer, Marcus",89N1057C,2019-09-24 06:49:04,NA
"Le, Charlotte",27A0682S,2019-11-04 06:07:22,NA
"Polk, Dazhean",75K1787T,2019-05-27 22:25:01,NA
"Lewis, Ashley",02T3899X,2019-04-19 06:21:58,NA
"Ebat, Steven",94M2793X,2019-09-03 15:31:01,NA
"Norwood, Phizell",41T9002U,2019-09-12 00:05:08,NA
"Healy, Ta",36Y7506L,2019-12-05 17:45:17,NA
"Aviado II, Tanisha",51W9488L,2019-03-29 10:39:51,NA
"Mckenzie, Archibald",42J1794G,2019-07-29 23:31:40,NA
"el-Abu, Faisal",11L8069F,2019-02-09 08:02:51,NA
"Abeyta, Karen",16C1503O,2019-01-24 23:07:42,NA
"Athwal, Eric",87K1847E,2019-10-29 00:25:53,NA
"Valdez, Drew",96W3316G,2019-09-04 00:47:29,NA
"Bunce, Cameron",66V8851O,2019-07-14 09:10:32,NA
"Zatarain, David",59Z4439G,2019-12-24 20:30:59,NA
"Lingelbach, Amber",13F5125H,2019-02-19 09:28:46,NA
"Lee, Lan",94F2696W,2019-10-30 09:30:50,NA
"Winkler, Justin",15Z4645N,2019-07-26 17:37:43,NA
"Hance, Kayleen",11P3297Y,2019-03-07 05:50:12,NA
"Tran, Janet",25K1977J,2019-09-21 13:15:09,NA
"Kireilis, Cedar",56X6357H,2019-12-30 19:43:22,NA
"Venegas, Veronica",07I6730A,2019-08-27 14:14:15,NA
"el-Hakim, Katheer",03W0425K,2019-09-04 23:00:11,NA
"Hull, Deangelo",54H8097V,2019-09-13 10:52:11,NA
"Quintero, Emily",18E3454B,2019-06-21 17:39:20,NA
"Sanchez, Jared",64K2229R,2019-05-26 18:01:41,NA
"Gross, Chantelle",56D9413X,2019-11-26 20:05:37,NA
"el-Amin, Saood",97A9254B,2019-04-26 05:35:01,NA
"Tuguldur, Allen",65W4690D,2019-01-08 04:45:11,NA
"Weaver, Alex",86K7869J,2019-01-16 17:41:46,NA
"Alvarez-Martinon, Romina",92J2895C,2019-05-06 02:22:22,NA
"Garcia, Kayla",14L9898B,2019-08-23 16:11:05,NA
"Brower, Benedict",16M9426I,2019-11-21 02:18:49,NA
"Ornelas, Jordon",06J3876J,2019-12-24 14:42:07,NA
"Hammer, Christian",18A1522I,2019-02-19 20:25:43,NA
"Richards, Krisanna",69I2489U,2019-09-22 00:34:06,NA
"Perez-Ordonez, Sara",82E5121W,2019-01-27 08:46:25,NA
"Rael, Aaron",54V4271S,2019-12-15 21:29:56,NA
"Patterson, Jeffrey",42N5455N,2019-06-26 18:28:25,NA
"Romero, Adrian",70W5419T,2019-11-25 10:35:03,NA
"Ali, Arik",20I3127V,2019-10-10 09:34:18,NA
"Tigg, Jordan",45E1016K,2019-04-30 18:49:55,NA
"Harvey, Nora",31S9126I,2019-08-22 01:43:29,NA
"el-Abu, Faisal",60P8717X,2019-01-03 18:19:56,NA
"Huang, Socheata",78S1469U,2019-09-25 10:53:04,NA
"Moreno, Gabriel",56Q9331Q,2019-02-18 22:25:57,NA
"Cardenas, Brianna",18V9347L,2019-07-30 18:25:23,NA
"Mccarthy, Ryan",81Q3451C,2019-04-07 20:50:42,NA
"Albright, Morgan",64F5752K,2019-01-20 23:40:10,NA
"Leavitt, Stephen",06X2763N,2019-12-10 14:15:17,NA
"Molock, Guem",43I9936U,2019-02-17 09:05:23,NA
"Doan, Stephen",28T4803Z,2019-12-19 19:34:44,NA
"Valdez, Tilden",87G4987H,2019-04-19 18:30:12,NA
"Watt, Angelina",55I8071S,2019-06-16 09:52:53,NA
"Larson, Morgan",11B1320S,2019-08-26 09:58:45,NA
"Montgomery, Joshua",10L8830O,2019-12-07 06:01:39,NA
"Hypio, Kassidy",41R8182D,2019-01-02 23:46:31,NA
"el-Muhammad, Mahuroos",55I4814Y,2019-01-08 08:45:42,NA
"Walker, Tammarrah",17B0439E,2019-12-16 02:09:54,NA
"Holmes, Sabrina",09J0358J,2019-09-04 14:01:21,NA
"Sorace, Kirstie",76H1480Z,2019-12-04 11:42:42,NA
"Borum, Marcus",03L6362G,2019-11-11 20:44:56,NA
"Sharpe, Maranda",42P0941M,2019-04-28 14:28:03,NA
"Apodaca, Richard",71H6059N,2019-09-15 07:06:45,NA
"Gonzales, Skyler",94D2082P,2019-08-04 14:49:20,NA
"Nirschl, Brianna",17L6209T,2019-01-19 22:22:02,NA
"Smith, Rachel",37F9220G,2019-01-26 14:02:38,NA
"Baseggio, Abigail",65X7964I,2019-08-26 10:42:52,NA
"el-Bacho, Huda",89G7860Q,2019-10-23 12:22:05,NA
"Buchli, Nicholas",71G9306N,2019-11-20 07:41:01,NA
"Finley, James",35G2756J,2019-03-31 19:21:55,NA
"el-Allam, Abdul Baasid",34E1370B,2019-12-08 03:18:10,NA
"el-Mahmud, Manaara",76S3200E,2019-05-18 15:00:21,NA
"Lopez, Briana",48H6176N,2019-09-29 20:44:09,NA
"Hare, Caitlin",27L0021C,2019-11-10 02:21:04,NA
"Xiang, Chhun",46N0504N,2019-09-22 10:02:46,NA
"Gutierrez, Cesar",96C0195I,2019-01-26 18:16:48,NA
"Dewberry, Jaliya",52R1800Y,2019-05-24 22:49:40,NA
"al-Vaziri, Aabdeen",54X6303K,2019-05-22 23:59:39,NA
"Kwiat, Christian",08X8240F,2019-05-06 20:47:27,NA
"Ransom, Caleb",77H6632X,2019-10-24 09:13:19,NA
"Chavis, Taylor",84J4810R,2019-11-04 00:44:59,NA
"al-Nasser, Shamaail",17T2170J,2019-08-18 06:26:21,NA
"Reeves, Travis",10E9719Y,2019-11-02 03:07:11,NA
"Bolyard, Jeffrey",61I7139A,2019-05-24 00:44:33,NA
"Nycum, Audrey",02T3527H,2019-10-25 18:52:11,NA
"Ho, David",78Q3084A,2019-01-10 14:06:10,NA
"Hartner, Aaron",79N5646V,2019-07-23 03:10:15,NA
"Jimenez Francisco, Anthony",22U0763E,2019-04-30 04:42:26,NA
"Nicholas, Ashleigh",51W9488L,2019-07-25 08:04:27,NA
"el-Safi, Ibrahim",16O5081B,2019-08-22 01:43:29,NA
"al-Abid, Shafeeqa",34T3387D,2019-05-23 03:18:47,NA
"Barreras, Kiyana Marie",40R7781X,2019-03-29 16:52:49,NA
"Davis, Vanisha",50G6166D,2019-11-17 21:12:20,NA
"al-Yamin, Saajid",52K2078H,2019-10-13 12:09:10,NA
"English, Audrey",98Y3694Y,2019-10-06 15:08:40,NA
"Tongbua, Anjellica",72G1963E,2019-11-26 22:11:51,NA
"Fairchild, Josephine",19R1282M,2019-06-24 18:24:10,NA
"al-Ghanem, Nawaal",11B4899D,2019-11-19 23:00:48,NA
"Holmes, Sabrina",65O2089U,2019-05-29 05:38:09,NA
"Siller, Mario",93H4927A,2019-10-13 10:39:35,NA
"Mondragon, Keyanna",05M5985I,2019-01-18 13:45:11,NA
"el-Bina, Tahleela",53D8736P,2019-02-05 15:01:40,NA
"Lewis, Isaac",18T8100W,2019-05-27 11:12:28,NA
"Hall, Kenneth",21J0517Y,2019-07-26 23:07:45,NA
"Holmes, Breylin",20W2061F,2019-07-26 01:07:50,NA
"Ball, Adam",07T4521T,2019-09-23 12:28:46,NA
"Ledezma, Brian",19F5622E,2019-05-01 19:20:28,NA
"Black, Bethlehem",77W2386F,2019-01-24 18:39:29,NA
"Khuu, Kevin",77C4121M,2019-10-11 21:14:43,NA
"el-Afzal, Taariq",94F6730E,2019-06-29 16:45:30,NA
"Aldaco, Matthew",60X8329V,2019-07-13 12:48:58,NA
"Guillory, Joshua",50L8930M,2019-07-13 02:30:13,NA
"Camelin, Samuel",00R3221D,2019-06-27 07:06:10,NA
"Casias, Sandra",09C0918E,2019-12-04 14:28:24,NA
"Riley, Kevin",94F2696W,2019-11-01 04:05:12,NA
"Brown, Odkhuu",45Q4693O,2019-07-21 14:27:09,NA
"Collins, Dylan",14F2722O,2019-06-17 10:47:39,NA
"Ewing, Jeser",83J8720W,2019-07-01 10:24:44,NA
"Moore, Kirby",25Z2220H,2019-11-17 07:03:05,NA
"Flyinghawk, Christopher",22J8628F,2019-12-03 22:13:50,NA
"el-Kamel, Faraj",97K2486H,2019-04-13 17:57:28,NA
"Tuttle, Angad",45I9238P,2019-10-05 17:00:37,NA
"Handwork, Tyler",01K8173N,2019-12-25 21:49:40,NA
"Pritchard, Mariah",56R4519U,2019-01-11 09:01:09,NA
"el-Khalifa, Umar",41B6899S,2019-08-08 13:23:49,NA
"Tran, Tien",84U5868Z,2019-01-03 06:56:16,NA
"al-Tabet, Rumaana",55J5627O,2019-01-25 02:37:11,NA
"Nguyen, Eulalia",64G5779P,2019-12-11 15:45:22,NA
"Flores Romero, Jessica",85F7783K,2019-07-22 18:35:38,NA
"el-Yousif, Saafiyya",31L3296W,2019-06-24 19:02:48,NA
"Lujan, Melissa",03X9151W,2019-03-27 23:16:18,NA
"Martinez, Piper",47D5347S,2019-08-25 12:57:24,NA
"Shaheen, Taylor",38I3594W,2019-08-17 17:46:19,NA
"Bowker, Brandon",70A5038R,2019-01-07 04:00:48,NA
"Hedenkamp, Olivia",24O7060J,2019-06-20 08:41:50,NA
"al-Wali, Zaitoona",24K6824K,2019-09-20 04:59:44,NA
"el-Salloum, Fahmi",28B6896R,2019-07-18 15:25:26,NA
"Milender, Jacob",56L0444H,2019-03-20 06:47:17,NA
"Livesay, Robert",51P4978T,2019-08-15 04:06:31,NA
"Salazar, Victoria",44C2029O,2019-05-27 09:40:30,NA
"al-Jabara, Kawkab",58X8848R,2019-01-10 06:26:30,NA
"Choi, Saqib",27N4927E,2019-11-08 10:09:12,NA
"el-Farran, Abeer",76L8122K,2019-12-19 00:58:25,NA
"Quintana, Iesha",36H6332G,2019-10-23 20:49:06,NA
"Ortiz, Sydney",03A8992S,2019-04-11 16:00:08,NA
"Carpenter, Elise",54Z1431L,2019-10-01 03:45:41,NA
"Palacios Rios, Sonny",38Z4103B,2019-05-20 02:26:09,NA
"Buchli, Nicholas",56C0774P,2019-03-18 01:58:33,NA
"Valladares, Kenia",80T3903E,2019-11-26 07:45:21,NA
"el-Nasir, Waheeba",35L2925P,2019-12-18 20:49:36,NA
"Mc Cabe, Tyler",41E2615T,2019-02-07 02:49:04,NA
"Haynes, Deliah",19W0604L,2019-07-18 15:25:26,NA
"Zhao, Sainyane",48K9904W,2019-03-18 02:25:04,NA
"Quinonez, Ana",08F2693K,2019-02-18 22:12:49,NA
"Dean, Rana",56E7951M,2019-07-06 17:00:26,NA
"Murphy, Simone",45M7755K,2019-01-13 07:11:39,NA
"Yazzie, Alex",89J2097W,2019-08-23 23:19:12,NA
"Lasota, Kloe",69J0890G,2019-05-06 20:47:27,NA
"Palizzi, Clayton",56R9100Q,2019-04-25 19:34:25,NA
"Skinner, Leeann",29P6413J,2019-09-21 17:10:29,NA
"Adams, Synquiss",66D8586Z,2019-01-03 16:40:37,NA
"Clarke, Kiana",14W5558N,2019-04-20 04:32:26,NA
"el-Iqbal, Rumaana",71F5244Q,2019-01-27 09:16:43,NA
"Underwood, Alexis",11N0730K,2019-12-09 22:52:21,NA
"Carter, Asli",08G7585T,2019-04-23 19:27:55,NA
"Silverston, Karli",46V5914G,2019-12-13 21:11:58,NA
"Decker, Timothy",75V7393K,2019-12-05 23:56:11,NA
"Douglas, Edward",65Y8957N,2019-04-26 23:09:00,NA
"Alger, Mason",38X9355R,2019-04-20 20:19:42,NA
"Rodrigues, Geneveive",71G9306N,2019-01-29 22:17:35,NA
"Diaz, Thalia",30D0958W,2019-12-18 13:23:22,NA
"Skodack, Maomao",57J7835O,2019-03-14 05:17:42,NA
"Mccary, Desarae",70W0307J,2019-01-15 21:11:55,NA
"el-Aman, Nooriyya",70K1514C,2019-10-23 01:15:15,NA
"Sanchez, Miah",25D7017W,2019-07-08 16:56:20,NA
"Valdez, Alex",80E2741J,2019-12-17 04:29:30,NA
"Brink, Dominick",85Q7924T,2019-05-31 03:07:49,NA
"Fightmaster, My Tien",72R7325L,2019-04-19 16:21:11,NA
"al-Kazi, Fakeeha",88P6889U,2019-08-15 08:50:12,NA
"Simoneau, Jordan",87K6277H,2019-05-24 15:31:17,NA
"Mortensen, Eugene",18T7324U,2019-05-03 21:52:04,NA
"Langridge, Steven",64C2728G,2019-10-31 20:21:05,NA
"Glover III, Tachelle",01G2187T,2019-11-06 12:13:45,NA
"Fluckes, Edward",25U1952B,2019-05-21 10:21:02,NA
"Nugent, Maxwell",76Y5177U,2019-07-11 08:17:51,NA
"Martinez, Dyani",59L4328E,2019-04-03 13:46:29,NA
"el-Azizi, Waheeda",91T9390L,2019-03-03 19:43:58,NA
"Robinson, Jared",47I2761M,2019-10-22 02:01:34,NA
"Chavez Cabrera, Louis",34W7992A,2019-10-16 22:03:07,NA
"Harriman, Celsa",06V9600K,2019-12-22 19:08:00,NA
"Han, Jason",35L9890D,2019-02-05 21:29:26,NA
"Mcwilliams, Taylor",71I5462F,2019-09-26 22:04:21,NA
"Shrestha, Rhema",98Y0717E,2019-11-10 14:47:34,NA
"Garrison, Sean",48Z6559P,2019-06-12 02:02:37,NA
"Domingues, Kye",62W0436D,2019-11-18 03:18:25,NA
"Vasquez, Marley",19Y3380N,2019-03-15 01:12:16,NA
"Ortiz, Logan",15H0679G,2019-09-08 01:37:58,NA
"Trujillo, Valerie",83E9192D,2019-10-18 20:32:33,NA
"Williams, Troy",33F1633P,2019-03-09 08:26:22,NA
"Cdebaca, Jakob",43G0950L,2019-11-28 12:58:00,NA
"Black, Jessica",15H7859T,2019-03-12 14:53:34,NA
"Lee, Deanna",99P0009S,2019-06-26 10:29:08,NA
"Bueno, Arturo",41K7453N,2019-09-11 21:21:45,NA
"Zhang, Varun",38N1632O,2019-12-11 19:43:12,NA
"Ditges, Amber",82A0603L,2019-11-24 11:22:57,NA
"Foster, Aubrey",19P4392G,2019-05-24 03:32:48,NA
"Tutt, Howard",24T1172H,2019-04-07 12:07:56,NA
"Sohn, Waheed",77U2483K,2019-09-13 10:52:11,NA
"Orozco, Yeniseth",19Y4248Z,2019-05-22 06:40:44,NA
"Pressley, Austin",05K1229V,2019-06-06 08:23:19,NA
"Oh, Urey",38F5398Y,2019-03-25 22:53:46,NA
"Mayhan, Darnisha",46M8490X,2019-09-17 04:03:00,NA
"Songer, Brittany",85W6342J,2019-09-07 05:03:21,NA
"Greening, Hannah",24K4917R,2019-12-28 05:22:09,NA
"Leyba, Keira",09M8181D,2019-11-26 20:43:39,NA
"Vang, Lebon",04O5300U,2019-09-17 04:03:00,NA
"Coleman, Joseph",89Z4892P,2019-10-25 08:21:41,NA
"Agbenyo, Malei'Ka",19P7880L,2019-07-07 09:14:39,NA
"Garcia, Lyndsey",45U2375B,2019-05-24 03:32:48,NA
"Jamerson, Dominique",12L1883K,2019-01-21 20:55:18,NA
"el-Azzi, Abbaad",03O0306S,2019-04-20 02:35:57,NA
"Acevedo-Avila, Raymond",93L4296I,2019-01-05 00:53:36,NA
"Clausell, Jade",88C0430D,2019-09-10 04:46:08,NA
