name,pin,joined,scope_of_practice,work_setting,employment_type,is_this_their_current_practice,employer_postcode,organisation_name,organisation_country
"al-Farooqui, Alawi",87S8695V,2019-08-26 13:38:33,Direct clinical care or management – health visiting,Occupational health,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Northern Ireland
"el-Pashia, Mushtaaqa",21O8979T,2019-12-07 03:50:08,Direct clinical care or management – other,Voluntary or charity sector,Employed via an agency,FALSE,testpostcode1,Test organisation 2,Scotland
"Gurung, Michelle",24B7708A,2019-05-06 12:32:57,Commissioning,Insurance or legal,Self employed,FALSE,testpostcode2,Test organisation 2,Scotland
"Kauffmann, Avona",01X9194H,2019-05-06 09:23:00,Education,Care home sector,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Wenum, Chase",92J8444G,2019-05-15 18:06:28,Research,Occupational health,Employed via an agency,FALSE,testpostcode2,Test organisation 2,England
"Jones, Althean",37O4311H,2019-03-04 12:08:27,Direct clinical care or management – midwifery,Consultancy,Volunteering,FALSE,testpostcode1,Test organisation 2,England
"Kwon, Andrew",45X1426B,2019-11-26 16:56:37,Commissioning,Specialist or other tertiary care including hospice,Volunteering,FALSE,testpostcode2,Test organisation 2,Outside UK
"Trujillo, Jonathan",94T2563L,2019-06-23 23:01:54,Commissioning,Care home sector,Employed via an agency,FALSE,testpostcode2,Test organisation 1,England
"Parent, Rebekah",08O4765P,2019-06-14 22:35:51,Direct clinical care or management – children’s and neo-natal nursing,Prison,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,England
"Zelenka, Elizabeth",75O4471J,2019-10-12 17:32:26,Direct clinical care or management – health visiting,Policy organisation,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Song, Monique",09A5395N,2019-06-20 06:54:26,Direct clinical care or management – children’s and neo-natal nursing,Maternity unit or birth centre,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Northern Ireland
"el-Rahaim, Jumaima",20F3582O,2019-06-22 09:49:59,Direct clinical care or management – mental health nursing,Inspectorate or regulator,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Wales
"Jojola, Shyanne",24K7020V,2019-11-26 03:17:16,Research,Specialist or other tertiary care including hospice,Volunteering,FALSE,testpostcode1,Test organisation 1,Wales
"Kamath, Sarah",38B9898K,2019-08-23 16:11:05,Other,"Community setting, including district nursing and community psychiatric nursing",Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Outside UK
"Silby, Nia",02R1650Q,2019-11-05 16:54:52,Direct clinical care or management – school nursing,Private domestic setting,Volunteering,TRUE,testpostcode1,Test organisation 2,England
"Cordova, Brandon",88P6265O,2019-11-21 15:15:04,Quality assurance or inspection,Occupational health,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,Outside UK
"al-Ammar, Shahaama",44Z8322Y,2019-07-13 00:04:40,Research,Occupational health,Volunteering,TRUE,testpostcode1,Test organisation 1,Scotland
"Lovan, Jaleesa-Lynn",03F1795Z,2019-05-09 00:38:04,Research,Telephone or e-health advice,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,England
"Williams, Kyja",46U2312W,2019-06-19 15:25:05,Direct clinical care or management – other,"Community setting, including district nursing and community psychiatric nursing",Volunteering,TRUE,testpostcode2,Test organisation 1,England
"al-Uddin, Mubaaraka",43W1885L,2019-10-20 05:00:08,Direct clinical care or management – other,Inspectorate or regulator,Volunteering,FALSE,testpostcode1,Test organisation 1,Outside UK
"Jenkins, David",37W2453G,2019-05-28 09:05:23,Direct clinical care or management – other,School,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,England
"Helfer, Nizhoni",99K2805C,2019-09-20 00:47:03,Direct clinical care or management – adult and general care nursing,Policy organisation,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Smith, Nina",87O1932G,2019-01-28 01:57:04,Policy,Insurance or legal,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Outside UK
"al-Salik, Saabira",43C6754G,2019-08-05 20:20:50,Education,Police,Volunteering,FALSE,testpostcode1,Test organisation 2,Outside UK
"Wheeler, Jalissah",59G3513U,2019-08-12 22:44:42,Direct clinical care or management – midwifery,Care home sector,Volunteering,FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Carvey, Olivia",10L8830O,2019-09-20 01:56:42,Direct clinical care or management – school nursing,Governing body or other leadership,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,England
"Kim, Omer",79E2231C,2019-10-10 21:49:38,Direct clinical care or management – public health,Inspectorate or regulator,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Wales
"el-Waheed, Saamir",35M4959V,2019-12-13 21:13:58,Direct clinical care or management – occupational health,Telephone or e-health advice,Self employed,TRUE,testpostcode1,Test organisation 2,Wales
"Mills, Michael",92M7090V,2019-02-08 17:26:15,Other,Voluntary or charity sector,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Scotland
"Ortiz, Anabel",85A9952D,2019-08-19 17:56:07,Policy,Cosmetic or aesthetic sector,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Outside UK
"Merriweather, Ashley",35K7269D,2019-03-16 01:55:16,Research,Specialist or other tertiary care including hospice,Volunteering,FALSE,testpostcode1,Test organisation 2,Scotland
"Lee, Nia",48Z5755X,2019-11-19 11:25:22,Direct clinical care or management – health visiting,Other,Employed via an agency,TRUE,testpostcode2,Test organisation 1,England
"Ketchum, Jordyn Andrew",83F7238N,2019-12-19 23:03:44,Direct clinical care or management – mental health nursing,Care home sector,Volunteering,TRUE,testpostcode1,Test organisation 2,Wales
"el-Baig, Hamda",67D5377Q,2019-11-24 11:22:57,Policy,Cosmetic or aesthetic sector,Self employed,FALSE,testpostcode2,Test organisation 1,Scotland
"Manimtim, Lisa",34F3897N,2019-09-18 10:38:09,Direct clinical care or management – midwifery,Telephone or e-health advice,Employed via an agency,TRUE,testpostcode1,Test organisation 1,England
"Kaibetoney, Cody",66D8586Z,2019-12-03 19:32:52,Direct clinical care or management – learning disabilities nursing,Cosmetic or aesthetic sector,Self employed,FALSE,testpostcode1,Test organisation 2,Wales
"Gillies, Mitchell",67M7940C,2019-12-20 02:52:55,Direct clinical care or management – public health,Consultancy,Volunteering,TRUE,testpostcode2,Test organisation 1,Outside UK
"al-Shahidi, Hiba",51M1754D,2019-09-15 08:53:13,Direct clinical care or management – school nursing,Insurance or legal,Self employed,FALSE,testpostcode1,Test organisation 1,England
"Warfield, Eric",19F5622E,2019-07-28 11:37:14,Commissioning,Insurance or legal,Volunteering,FALSE,testpostcode1,Test organisation 1,Scotland
"Watt, Thomas Pablo",76K7376Y,2019-03-22 08:53:31,Direct clinical care or management – adult and general care nursing,Care home sector,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Wales
"Mares, Stephanie",70D0218L,2019-09-06 23:43:09,Commissioning,Inspectorate or regulator,Self employed,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"el-Afzal, Khaleefa",20W2061F,2019-12-12 17:54:55,Other,Governing body or other leadership,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Alarid, Keiandra",15D8440M,2019-12-17 00:01:47,Direct clinical care or management – midwifery,Maternity unit or birth centre,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Vai, Marsalis",13W3087K,2019-03-18 06:49:17,Direct clinical care or management – health visiting,Governing body or other leadership,Volunteering,TRUE,testpostcode2,Test organisation 2,Wales
"Allen, Chakara",51S9143A,2019-05-25 21:56:40,Education,Public health organisation,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Outside UK
"el-Matar, Waatiq",99P3868V,2019-07-03 01:56:59,Research,Prison,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Northern Ireland
"Madera, Erik",21J9663J,2019-04-01 14:10:40,Direct clinical care or management – health visiting,Private domestic setting,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Wales
"Mahon, Hannah",53I9182T,2019-06-14 06:53:06,Policy,Consultancy,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,Northern Ireland
"Lamb, Renee",10J9061B,2019-01-18 14:03:30,Other,Specialist or other tertiary care including hospice,Volunteering,TRUE,testpostcode2,Test organisation 1,Northern Ireland
"el-Salahuddin, Muhaajir",72K2700R,2019-06-06 12:07:45,Direct clinical care or management – public health,Private domestic setting,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Outside UK
"Patten, Kathleen",52B7643N,2019-09-06 04:20:19,Direct clinical care or management – school nursing,Governing body or other leadership,Self employed,FALSE,testpostcode1,Test organisation 1,England
"Jumbo, Luis",40K8730I,2019-06-18 01:41:55,Direct clinical care or management – mental health nursing,Hospital or other secondary care,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Northern Ireland
"Robbins, Lindsey",86B4374C,2019-07-29 08:48:42,Other,Insurance or legal,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Scotland
"Ju, Charell",22X2388O,2019-06-07 07:35:37,Commissioning,Inspectorate or regulator,Volunteering,FALSE,testpostcode2,Test organisation 1,Wales
"al-Karimi, Tulaiha",37V3919F,2019-11-18 08:51:46,Research,GP practice or other primary care,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Wales
"Striegel, Kendall",24T1172H,2019-04-10 21:35:34,Commissioning,School,Employed via an agency,TRUE,testpostcode2,Test organisation 2,England
"Tenorio, Eidy",62D7359N,2019-06-20 18:00:06,Policy,"Community setting, including district nursing and community psychiatric nursing",Employed via an agency,TRUE,testpostcode1,Test organisation 2,Northern Ireland
"Foust, Michael",58M1254M,2019-07-27 17:21:35,Quality assurance or inspection,Ambulance service,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Outside UK
"Cheung, Naomi",64Z9789X,2019-04-14 03:24:00,Quality assurance or inspection,Trade union or professional body,Self employed,FALSE,testpostcode1,Test organisation 1,Northern Ireland
"al-Dawood, Thaamira",69X3832F,2019-08-06 15:52:44,Other,Military,Self employed,TRUE,testpostcode1,Test organisation 2,Northern Ireland
"el-Mohamad, Siddeeqa",27V8415C,2019-09-22 12:42:34,Policy,Voluntary or charity sector,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Sisneros, Azaleah",15I3063Y,2019-12-12 02:52:58,Education,Care home sector,Self employed,FALSE,testpostcode1,Test organisation 1,Wales
"Hines, Tre'Sean",45G4338Q,2019-07-01 02:40:33,Policy,"Community setting, including district nursing and community psychiatric nursing",Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Outside UK
"Lewis, Laraena",29W5870O,2019-06-11 12:45:26,Commissioning,Voluntary or charity sector,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,England
"el-Bacchus, Jaasim",58I3622L,2019-02-17 17:00:14,Direct clinical care or management – other,Insurance or legal,Employed via an agency,TRUE,testpostcode1,Test organisation 1,England
"Gonzales, Cheyenne",38X9355R,2019-01-23 09:05:13,Education,Trade union or professional body,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Harmon, Karalyssa",53D7965W,2019-12-23 09:41:46,Direct clinical care or management – other,Cosmetic or aesthetic sector,Volunteering,TRUE,testpostcode2,Test organisation 1,Outside UK
"Brower, Benedict",32K1329N,2019-01-19 17:35:22,Direct clinical care or management – public health,Maternity unit or birth centre,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,Outside UK
"Floyd, Breanna",40V0255L,2019-02-13 10:13:33,Education,Cosmetic or aesthetic sector,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Hines, James",80R0251K,2019-01-19 23:18:46,Other,Voluntary or charity sector,Self employed,FALSE,testpostcode2,Test organisation 2,Scotland
"L'Hirondelle, Wyona",78W8729N,2019-10-14 21:01:54,Direct clinical care or management – health visiting,Inspectorate or regulator,Volunteering,FALSE,testpostcode2,Test organisation 1,Outside UK
"Derock, Justin",58J4580J,2019-10-10 17:38:44,Direct clinical care or management – midwifery,Care home sector,Self employed,TRUE,testpostcode2,Test organisation 2,Scotland
"Smith, Kaitlyn Marisa",15M9028M,2019-10-13 03:35:58,Education,Maternity unit or birth centre,Volunteering,TRUE,testpostcode2,Test organisation 1,Outside UK
"el-Naderi, Saajida",39J0916Z,2019-02-14 01:20:28,Direct clinical care or management – other,Specialist or other tertiary care including hospice,Volunteering,TRUE,testpostcode2,Test organisation 2,Scotland
"Shepherd, Leemelvin",73Y1673I,2019-02-08 03:09:28,Other,"Community setting, including district nursing and community psychiatric nursing",Employed via an agency,FALSE,testpostcode2,Test organisation 2,Scotland
"Johnson, Aliyah",81F1517X,2019-03-20 00:16:20,Direct clinical care or management – learning disabilities nursing,Other,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Outside UK
"Casey, Lindy",83V1531K,2019-02-25 15:44:26,Direct clinical care or management – public health,GP practice or other primary care,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Wales
"Jackson, Jordan",29H9767L,2019-01-11 22:05:50,Policy,Hospital or other secondary care,Employed via an agency,TRUE,testpostcode2,Test organisation 1,England
"el-Ghazal, Tameema",56X6357H,2019-10-29 07:02:57,Quality assurance or inspection,Inspectorate or regulator,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,Outside UK
"Castaneda, Prisila",68H4586J,2019-09-08 08:19:18,Direct clinical care or management – other,Other,Self employed,TRUE,testpostcode2,Test organisation 2,Scotland
